VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2019,"LightGuider: Guiding Interactive Lighting Design using Suggestions, Provenance, and Quality Visualization",https://doi.org/10.1109/TVCG.2019.2934658,system paper,CONF,,,,"Andreas Walch, Michael Schwarzler, Christian Luksch, Elmar Eisemann, and Theresia Gschwandtner",in scope,agnostic,3D modeling,,no,,unique window,4,8,,1,,13,,2,,,,2,distributed,list,default,yes,no,high,yes,yes,complex,label,,quality of selection,,click,,none,yes,,,no,,,35%,"Fig. 1, 3","VAST 2019: LightGuider: Guiding Interactive Lighting Design using Suggestions, Provenance, and Quality Visualization on Vimeo"
,VIS,2019,COPE: Interactive Exploration of Co-Occurrence Patterns in Spatial Time Series,https://doi.org/10.1109/TVCG.2018.2851227,system paper,CONF,,,,"Jie Li, Siming Chen, Kang Zhang, Gennady Andrienko, and Natalia Andrienko",in scope,agnostic,pattern analysis,,no,,unique window,5,3,,,,8,,3,2,,,5,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,"Fig. 1, 6, 8",
,VIS,2019,FlowSense: A Natural Language Interface for Visual Data Exploration within a Dataflow System,https://doi.org/10.1109/TVCG.2019.2934668,system paper,CONF,,,,Bowen Yu and Claudio T. Silva,in scope,,,,no,,unique window,1,,,,1,2,,1,1,,,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,"Fig. 1, 3",
,VIS,2019,SANVis: Visual Analytics for Understanding Self-Attention Networks,https://doi.org/10.1109/VISUAL.2019.8933677,system paper,CONF,,,,"Cheonbok Park, Inyoup Na, Yongjang Jo, Sungbok Shin, Jaehyo Yoo, Bum Chul Kwon, Jian Zhao, Hyungjong Noh, Yeonsoo Lee, Jaegul Choo",in scope,agnostic,deep learning,,no,,unique window,8,4,,,,12,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 1,
,VIS,2019,TELEGAM: Combining Visualization and Verbalization for Interpretable Machine Learning,https://doi.org/10.1109/VISUAL.2019.8933695,system paper,CONF,,,,"Fred Hohman, Arjun Srinivasan, Steven M. Drucker",in scope,agnostic,ml,,no,,unique window,3,6,,,,9,,1,1,,,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,DEMO: https://poloclub.github.io/telegam/
,VIS,2019,FeatureExplorer: Interactive Feature Selection and Exploration of Regression Models for Hyperspectral Images,https://doi.org/10.1109/VISUAL.2019.8933619,system paper,CONF,,,,"Jieqiong Zhao, Morteza Karimzadeh, Boulder Ali Masjedi, Taojun Wang, Xiwen Zhang, Melba M. Crawford, David S. Ebert",in scope,agnostic,ml,,no,,unique window,7,,,,,7,,1,1,,,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 2,
,VIS,2019,explAIner: A Visual Analytics Framework for Interactive and Explainable Machine Learning,https://doi.org/10.1109/TVCG.2019.2934629,system paper,CONF,,,,"Thilo Spinner, Udo Schlegel, Hanna Schafer, and Mennatallah El-Assady",in scope,agnostic,xai,,no,,unique window,7,,,,,7,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 4,
,VIS,2019,Explaining Vulnerabilities to Adversarial Machine Learning through Visual Analytics,https://doi.org/10.1109/TVCG.2019.2934631,system paper,CONF,,,,"Yuxin Ma, Tiankai Xie, Jundong Li, Ross Maciejewski",in scope,agnostic,ml,,no,,unique window,6,,,,,6,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2019,FairSight: Visual Analytics for Fairness in Decision Making,https://doi.org/10.1109/TVCG.2019.2934262,system paper,CONF,,,,"Yongsu Ahn, Yu-Ru Lin",in scope,agnostic,xai,,no,,unique window,8,2,1,,,11,,1,1,,,2,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,23%,Fig. 2,
,VIS,2019,SUMMIT: Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations,https://doi.org/10.1109/TVCG.2019.2934659,system paper,CONF,,,,"Fred Hohman, Haekyu Park, Caleb Robinson, and Duen Horng (Polo) Chau",in scope,agnostic,deep learning,,no,,unique window,1,3,1,,1,6,,1,2,,,3,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,DEMO: https://fredhohman.com/summit/
,VIS,2019,FAIRVIS: Visual Analytics for Discovering Intersectional Bias in Machine Learning,https://doi.org/10.1109/VAST47406.2019.8986948,system paper,CONF,,,,"Àngel Alexander Cabrera, Will Epperson, Fred Hohman, Minsuk Kahng, Jamie Morgenstern, Duen Horng (Polo) Chau",in scope,agnostic,xai,,no,,unique window,1,1,,8,,10,,3,,,,3,unified,absent,absent,yes,no,medium,yes,yes,simple,checkbox,,data distribution,,click,,none,no,,,no,,,25%,Fig. 1,
,VIS,2019,Visual Genealogy of Deep Neural Networks,https://doi.org/10.1109/TVCG.2019.2921323,system paper,CONF,,,,"Qianwen Wang, Jun Yuan, Shuxin Chen, Hang Su, Huamin Qu, and Shixia Liu",in scope,agnostic,deep learning,,no,,unique window,2,,,,,2,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 1,
,VIS,2019,CloudDet: Interactive Visual Analysis of Anomalous Performances in Cloud Computing Systems,https://doi.org/10.1109/TVCG.2019.2934613,system paper,CONF,,,,"Ke Xu, Yun Wang, Leni Yang, Yifang Wang, Bo Qiao, Si Qin, Yong Xu, Haidong Zhang, Huamin Qu",in scope,cloud computing,,,no,,unique window,6,4,,,,10,,8,1,,,9,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 4,
,VIS,2019,Inviwo — A Visualization System with Usage Abstraction Levels,https://doi.org/10.1109/TVCG.2019.2920639,system paper,CONF,,,,"Daniel Jönsson, Peter Steneteg, Erik Sundén, Rickard Englund, Sathish Kottravel, Martin Falk, Anders Ynnerman, Ingrid Hotz, and Timo Ropinski",in scope,agnostic,,,no,,unique window,13,2,,,,15,,1,2,,,3,distributed compact,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,"Fig. 5, 9",
,VIS,2019,OntoPlot: A Novel Visualisation for Non-hierarchical Associations in Large Ontologies,https://doi.org/10.1109/TVCG.2019.2934557,system paper,CONF,,,,"Ying Yang, Michael Wybrow, Yuan-Fang Li, Tobias Czauderna, Yongqun He",in scope,,,,no,,unique window,2,,,,1,3,,3,1,,,4,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2019,P5: Portable Progressive Parallel Processing Pipelines for Interactive Data Analysis and Visualization,https://doi.org/10.1109/TVCG.2019.2934537,system paper,CONF,,,,Jianping Kelvin Li and Kwan-Liu Ma,in scope,agnostic,software visualization,,no,,unique window,2,,,,1,3,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 10,
,VIS,2019,RSATree: Distribution-Aware Data Representation of Large-Scale Tabular Datasets for Flexible Visual Query,https://doi.org/10.1109/TVCG.2019.2934800,system paper,CONF,,,,"Honghui Mei, Wei Chen, Yating Wei, Yuanzhe Hu, Shuyue Zhou, Bingru Lin, Ying Zhao, Jiazhi Xia",in scope,agnostic,,,no,,unique window,,,,,,0,,4,1,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2019,SolarView: Low Distortion Radial Embedding with a Focus,https://doi.org/10.1109/TVCG.2018.2865361,system paper,CONF,,,,"Thom Castermans, Kevin Verbeek, Bettina Speckmann, Michel A. Westenberg, Rob Koopman, Shenghui Wang, Hein van den Berg and Arianna Betti",in scope,agnostic,dimensionality reduction,,no,,unique window,,,,,1,1,,1,,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 4,
,VIS,2019,Scientific Visualization as a Microservice,https://doi.org/10.1109/TVCG.2018.2879672,system paper,CONF,,,,"Mohammad Raji , Alok Hota, Tanner Hobson and Jian Huang",in scope,agnostic,,,no,,unique window,5,2,,,,7,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,fig. 7,
,VIS,2019,"A Visual Analytics System for Exploring, Monitoring, and Forecasting Road Traffic Congestion",https://doi.org/10.1109/TVCG.2019.2922597,system paper,CONF,,,,"Chunggi Lee, Yeonjun Kim, Seungmin Jin, Dongmin Kim, Ross Maciejewski, David Ebert, Sungahn Ko",in scope,Urban,,,no,,unique window,21,1,,1,1,24,,4,,,,4,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 5,
,VIS,2019,AirVis: Visual Analytics of Air Pollution Propagation,https://doi.org/10.1109/TVCG.2019.2934670,system paper,CONF,,,,"Zikun Deng, Di Weng, Jiahui Chen, Ren Liu, Zhibin Wang, Jie Bao, Yu Zheng, and Yingcai Wu",in scope,environmental,,,no,,unique window,1,4,,,,5,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,23%,Fig. 1,
,VIS,2019,RNNbow: Visualizing Learning Via Backpropagation Gradients in RNNs,https://doi.org/10.1109/MCG.2018.2878902,system paper,CONF,,,,"Dylan Cashman, Geneviève Patterson, Abigail Mosca, Nathan Watts, Shannon Robinson, Remco Chang",in scope,agnostic,deep learning,,no,,unique window,,,,,,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 4,
,VIS,2019,Semantics-Space-Time Cube: A Conceptual Framework for Systematic Analysis of Texts in Space and Time,https://doi.org/10.1109/TVCG.2018.2882449,system paper,CONF,,,,"Jie Li, Siming Chen, Wei Chen, Gennady Andrienko, and Natalia Andrienko",in scope,agnostic,text/document analysis,,no,,unique window,2,,,,,2,,3,,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 6,
,VIS,2019,VitalVizor: A Visual Analytics System for Studying Urban Vitality,https://doi.org/10.1109/MCG.2018.053491730,system paper,CONF,,,,"Wei Zeng, Yu Ye",in scope,Urban,,,no,,unique window,,,,,,0,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 3,
,VIS,2019,ICE: An Interactive Configuration Explorer for High Dimensional Categorical Parameter Spaces.,https://doi.org/10.1109/VAST47406.2019.8986923,system paper,CONF,,,,"Anjul Tyagi, Zhen Cao, Tyler Estro, Erez Zadok, Klaus Mueller",in scope,agnostic,xai,,no,,unique window,,,,5,,5,,3,,,,3,unified,absent,default,yes,no,medium,yes,yes,complex,bar chart,,data distribution,,click,,none,no,,,no,,,65%,fig. 1,"SONO FILTRI CON FEEDBACK, PERò è PROPRIO LA TECNICA CHE FORNISCE FEEDBACK"
,VIS,2019,Interactive Correction of Mislabeled Training Data,https://doi.org/10.1109/VAST47406.2019.8986943,system paper,CONF,,,,"Shouxing Xiang, Xi Ye, Jiazhi Xia, Jing Wu, Yang Chen, Shixia Liu",in scope,agnostic,ml,,no,,unique window,4,,,,,4,,2,,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2019,DataShot: Automatic Generation of Fact Sheets from Tabular Data,https://doi.org/10.1109/TVCG.2019.2934398,system paper,CONF,,,,"Yun Wang, Zhida Sun, Haidong Zhang, Weiwei Cui, Ke Xu, Xiaojuan Ma, and Dongmei Zhang",in scope,,,,no,,unique window,5,,,,1,6,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 5,
,VIS,2019,Visual Interaction with Deep Learning Models through Collaborative Semantic Inference,https://doi.org/10.1109/TVCG.2019.2934595,system paper,CONF,,,,"Sebastian Gehrmann, Hendrik Strobelt, Robert Kruger, Hanspeter Pfister, Alexander M. Rush",in scope,agnostic,deep learning,,no,,unique window,2,,,,,2,,,,,,0,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 3,
,VIS,2019,VASSL: A Visual Analytics Toolkit for Social Spambot Labeling,https://doi.org/10.1109/TVCG.2019.2934266,system paper,CONF,,,,"Mosab Khayat, Morteza Karimzadeh, Jieqiong Zhao, David S. Ebert",in scope,social media,,,no,,unique window,13,3,,,,16,,6,,,,6,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,
,VIS,2019,"Ablate, Variate, and Contemplate: Visual Analytics for Discovering Neural Architectures",https://doi.org/10.1109/TVCG.2019.2934261,system paper,CONF,,,,"Dylan Cashman, Adam Perer, Remco Chang, Hendrik Strobelt",in scope,agnostic,deep learning,,no,,unique window,1,2,,,,3,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2019,Exploring the Sensitivity of Choropleths under Attribute Uncertainty,https://doi.org/10.1109/TVCG.2019.2892483,system paper,CONF,,,,"Zhaosong Huang, Yafeng Lu, Elizabeth A. Mack, Wei Chen and Ross Maciejewski",in scope,,,,no,,unique window,15,3,,,,18,,2,1,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 1,
,VIS,2019,A Structural Average of Labeled Merge Trees for Uncertainty Visualization,https://doi.org/10.1109/TVCG.2019.2934242,system paper,CONF,,,,"Lin Yan, Yusu Wang, Elizabeth Munch, Ellen Gasparovic, and Bei Wang",in scope,agnostic,,,no,,unique window,2,3,,,,5,,1,,,,1,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 8,
,VIS,2019,EmoCo: Visual Analysis of Emotion Coherence in Presentation Videos,https://doi.org/10.1109/TVCG.2019.2934656,system paper,CONF,,,,"Haipeng Zeng, Xingbo Wang, Aoyu Wu, Yong Wang, Quan Li, Alex Endert and Huamin Qu",in scope,agnostic,image/video analysis,,no,,unique window,5,1,,,2,8,,8,,,,8,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,8%,Fig. 1,
,VIS,2019,Visual Inspection of DBS Efficacy,https://doi.org/10.1109/VISUAL.2019.8933720,system paper,CONF,,,,"Brad E. Hollister, Gordon Duffley, Chris Butson, Chris Johnson, Paul Rosen",in scope,healthcare,,,no,,unique window,5,2,,,,7,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 6,
,VIS,2019,TempoCave: Visualizing Dynamic Connectome Datasets to Support Cognitive Behavioral Therapy,https://doi.org/10.1109/VISUAL.2019.8933544,system paper,CONF,,,,"Ran Xu, Manu Mathew Thomas, Alex Leow, Olusola A. Ajilore, Angus G. Forbes",in scope,healthcare,,,no,,unique window,11,8,,,,19,,1,,,,1,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,40%,Fig. 1,
,VIS,2019,Interactive Dendritic Spine Analysis Based on 3D Morphological Features,https://doi.org/10.1109/VISUAL.2019.8933795,system paper,CONF,,,,"JunYoung Choi, Sang-Eun Lee, Eunji Cho, Yutaro Kashiwagi, Shigeo Okabe, Sunghoe Chang, Won-Ki Jeong",in scope,biology,,,no,,unique window,3,,,,,3,,5,2,,,7,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 2,
,VIS,2019,ElectroLens: Understanding Atomistic Simulations through Spatially-Resolved Visualization of High-Dimensional Features,https://doi.org/10.1109/VISUAL.2019.8933647,system paper,CONF,,,,"Xiangyun Lei, Fred Hohman, Duen Horng (Polo) Chau, Andrew J. Medford",in scope,,,,no,,unique window,31,7,,,,38,,,,,,0,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,23%,Fig. 1,
,VIS,2019,RuleVis: Constructing Patterns and Rules for Rule-Based Models,https://doi.org/10.1109/VISUAL.2019.8933596,system paper,CONF,,,,"David Abramov, Jasmine Otto, Mahika Dubey, Cassia Artanegara, Pierre Boutillier, Walter Fontana, Angus G. Forbes",in scope,biology,,,no,,unique window,,,,,1,1,,,1,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,DEMO: https://creativecodinglab.github.io/RuleVis/
,VIS,2019,"CerebroVis: Designing an Abstract yet Spatially
Contextualized Cerebral Artery Network Visualization",https://doi.org/10.1109/TVCG.2019.2934402,system paper,CONF,,,,"Aditeya Pandey, Harsh Shukla, Geoffrey S. Young, Lei Qin, Amir A. Zamani, Liangge Hsu, Raymond Huang, Cody Dunne, and Michelle A. Borkin",in scope,healthcare,,,no,,unique window,9,,,,,9,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,27%,Fig. 9,
,VIS,2019,Temporal Views of Flattened Mitral Valve Geometries,https://doi.org/10.1109/TVCG.2019.2934337,system paper,CONF,,,,"Pepe Eulzer, Sandy Engelhardt, Nils Lichtenberg, Raffaele de Simone, Kai Lawonn",in scope,healthcare,,,no,,unique window,,1,,,,1,,,,,,0,unified,,,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 2,
,VIS,2019,Motion Browser: Visualizing and Understanding Complex Upper Limb Movement Under Obstetrical Brachial Plexus Injuries,https://doi.org/10.1109/TVCG.2019.2934280,system paper,CONF,,,,"Gromit Yeuk-Yin Chan, Luis Gustavo Nonato, Alice Chu, Preeti Raghavan, Viswanath Aluru, Claudio T. Silva",in scope,healthcare,,,no,,unique window,13,,,,,13,,4,1,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2019,Cohort-based T-SSIM Visual Computing for Radiation Therapy Prediction and Exploration,https://doi.org/10.1109/TVCG.2019.2934546,system paper,CONF,,,,"A. Wentzel, P. Hanula, T. Luciani, B. Elgohari, H. Elhalawani, G. Canahuate, D. Vock, C.D. Fuller, G.E. Marai",in scope,healthcare,,,no,,unique window,3,1,,,,4,,2,,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2019,Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections,https://doi.org/10.1109/TVCG.2019.2934654,system paper,CONF,,,,"Mennatallah El-Assady, Rebecca Kehlbeck, Christopher Collins, Daniel Keim, and Oliver Deussen",in scope,agnostic,text/document analysis,,no,,unique window,9,2,,,1,12,,1,2,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,"Fig. 1, 4, 5",VAST 2019: Semantic Concept Spaces: Guided Topic Model Refinement using Word-Embedding Projections on Vimeo
,VIS,2019,Topic-Based Exploration and Embedded Visualizations for Research Idea Generation,https://doi.org/10.1109/TVCG.2018.2873011,system paper,CONF,,,,Hua Guo and David H. Laidlaw,in scope,scientometrics,,,no,,multi window,1,,,,1,2,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,"Fig. 1, 2",
,VIS,2019,VIANA: Visual Interactive Annotation of Argumentation,https://doi.org/10.1109/VAST47406.2019.8986917,system paper,CONF,,,,"Fabian Sperrle, Rita Sevastjanova, Rebecca Kehlbeck, Mennatallah El-Assady",in scope,agnostic,text/document analysis,,no,,unique window,,,,,,0,,3,1,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 4,
,VIS,2019,Separating the Wheat from the Chaff: Comparative Visual Cues for Transparent Diagnostics of Competing Models,https://doi.org/10.1109/TVCG.2019.2934540,system paper,CONF,,,,"Aritra Dasgupta, Hong Wang, Nancy O’Brien, and Susannah Burrows",in scope,,,,no,,unique window,22,,,,,22,,2,,,,2,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 5,
,VIS,2019,STBins: Visual Tracking and Comparison of Multiple Data Sequences Using Temporal Binning,https://doi.org/10.1109/TVCG.2019.2934289,system paper,CONF,,,,"Ji Qi, Vincent Bloemen, Shihan Wang, Jarke van Wijk, and Huub van de Wetering",in scope,agnostic,time-series,,no,,unique window,9,,,,,9,,1,,,,1,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 1,
,VIS,2019,Aggregated Dendrograms for Visual Comparison between Many Phylogenetic Trees,https://doi.org/10.1109/TVCG.2019.2898186,system paper,CONF,,,,"Zipeng Liu, Shing Hei Zhan and Tamara Munzner",in scope,biology,,,no,,unique window,9,3,,,,12,,6,,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 7,
,VIS,2019,Galex: Exploring the Evolution and Intersection of Disciplines,https://doi.org/10.1109/TVCG.2019.2934667,system paper,CONF,,,,"Zeyu Li, Changhong Zhang, Shichao Jia, and Jiawan Zhang",in scope,agnostic,,,no,,unique window,5,3,,1,,9,,2,,,,2,unified,absent,absent,yes,no,medium,yes,yes,simple,timeline,,temporal,,brush,,none,no,,,no,,,45%,Fig. 1,
,VIS,2019,MetricsVis: A Visual Analytics System for Evaluating Employee Performance in Public Safety Agencies,https://doi.org/10.1109/TVCG.2019.2934603,system paper,CONF,,,,"Jieqiong Zhao, Morteza Karimzadeh, Luke S. Snyder, Chittayong Surakitbanharn, Zhenyu Cheryl Qian, and David S. Ebert",in scope,agnostic,multidimensional data,,no,,unique window,12,1,,7,,20,,1,1,,,2,unified,absent,absent,yes,no,medium,yes,yes,simple,histogram,,data distribution,,drag,,none,no,,,no,,,22%,Fig. 1,
,VIS,2019,WeSeer: Visual Analysis for Better Information Cascade Prediction of WeChat Articles,https://doi.org/10.1109/TVCG.2018.2867776,system paper,CONF,,,,"Quan Li, Ziming Wu, Lingling Yi, Kristanto Sean N, Huamin Qu, Xiaojuan Ma",in scope,,,,no,,unique window,,1,,,,1,,3,,,,3,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,2%,Fig. 11,
,VIS,2019,Searching the Visual Style and Structure of D3 Visualizations,https://doi.org/10.1109/TVCG.2019.2934431,system paper,CONF,,,,Enamul Hoque and Maneesh Agrawala,in scope,,,,no,,unique window,,,,,1,1,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2019,Eiffel: Evolutionary Flow Map for Influence Graph Visualization,https://doi.org/10.1109/TVCG.2019.2906900,system paper,CONF,,,,"Yucheng Huang, Lei Shi, Yue Su, Yifan Hu, Hanghang Tong, Chaoli Wang, Tong Yang, Deyun Wang, and Shuo Liang",in scope,agnostic,graph/network analysis,,no,,unique window,5,,,,,5,,2,1,,,3,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 2,
,VIS,2019,LDA Ensembles for Interactive Exploration and Categorization of Behaviors,https://doi.org/10.1109/TVCG.2019.2904069,system paper,CONF,,,,"Siming Chen, Natalia Andrienko, Gennady Andrienko, Linara Adilova, Jeremie Barlet, Jorg Kindermann, Phong H. Nguyen, Olivier Thonnard, and Cagatay Turkay",in scope,user behaviour,,,no,,unique window,,1,,,,1,,6,,,,6,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 1,
,VIS,2019,You can’t always sketch what you want: Understanding Sensemaking in Visual Query Systems,https://doi.org/10.1109/TVCG.2019.2934666,system paper,CONF,,,,"Doris Jung-Lin Lee, John Lee, Tarique Siddiqui, Jaewoo Kim, Karrie Karahalios, Aditya Parameswaran",in scope,agnostic,explorative data analysis,,no,,unique window,12,1,,,2,15,,2,1,,,3,distributed compact,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,45%,Fig. 2,
,VIS,2019,"Do What I Mean, Not What I Say! Design Considerations for Supporting Intent and Context in Analytical Conversation",https://doi.org/10.1109/VAST47406.2019.8986918,system paper,CONF,,,,"Melanie Tory, Vidya Setlur",in scope,agnostic,,,no,,unique window,3,,,,1,4,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 2, 16",
,VIS,2019,TopicSifter: Interactive Search Space Reduction through Targeted Topic Modeling,https://doi.org/10.1109/VAST47406.2019.8986922,system paper,CONF,,,,"Hannah Kim, Dongjin Choi, Barry Drake, Alex Endert, Haesun Park",in scope,agnostic,,,no,,unique window,3,,,,1,4,,2,1,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2019,A Natural-language-based Visual Query Approach of Uncertain Human Trajectories,https://doi.org/10.1109/TVCG.2019.2934671,system paper,CONF,,,,"Zhaosong Huang, Ye Zhao, Wei Chen, Shengjie Gao, Kejie Yu, Weixia Xu, Mingjie Tang, Minfeng Zhu, and Mingliang Xu",in scope,trajectories,,,no,,unique window,6,11,,,,17,,1,2,,,3,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2019,Measuring the Effects of Scalar and Spherical Colormaps on Ensembles of DMRI Tubes,https://doi.org/10.1109/TVCG.2019.2898438,system paper,CONF,,,,"Jian Chen, Guohao Zhang, Wesley Chiou, David H. Laidlaw and Alexander P. Auchus",in scope,agnostic,,,no,,unique window,,,,,,0,,3,1,,,4,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 16,DEMO: http://wchiou1.github.io/colorTool/
,VIS,2019,GalStamps: Analyzing Real and Simulated Galaxy Observations,https://doi.org/10.1109/VISUAL.2019.8933671,system paper,CONF,,,,"Nina McCurdy, Miriah Meyer",in scope,astronomy,,,no,,unique window,17,1,,,,18,,4,1,,,5,distributed compact,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,23%,Fig. 1,
,VIS,2019,Color Crafting: Automating the Construction of Designer Quality Color Ramps,https://doi.org/10.1109/TVCG.2019.2934284,system paper,CONF,,,,"Stephen Smart, Keke Wu, Danielle Albers Szafir",in scope,agnostic,visualization (color),,no,,unique window,3,3,,,,6,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,50%,Fig. 6,
,VIS,2019,R-Map: A Map Metaphor for Visualizing Information Reposting Process in Social Media,https://doi.org/10.1109/TVCG.2019.2934263,system paper,CONF,,,,"Shuai Chen, Sihang Li, Siming Chen, and Xiaoru Yuan",in scope,social media,,,no,,unique window,10,2,,,1,13,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 5,
,VIS,2019,Measuring and Modeling the Feature Detection Threshold Functions of Colormaps,https://doi.org/10.1109/TVCG.2018.2855742,system paper ,CONF,,,,"Colin Ware, Terece L. Turton, Roxana Bujack, Francesca Samsel, Piyush Shrivastava, and David H. Rogers",in scope,agnostic,,,no,,unique window,1,1,,,,2,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 13,
